[2025-04-11 17:01:08,656]20 root - INFO - Initiate the daya ingestion
[2025-04-11 17:01:13,520]65 root - INFO - Performed train-test split.
[2025-04-11 17:01:13,520]67 root - INFO - Exited split_data_as_train_test method of DataIngestion class.
[2025-04-11 17:01:13,521]72 root - INFO - Exporting train and test file paths.
[2025-04-11 17:01:13,589]81 root - INFO - Exported train and test file paths.
[2025-04-11 17:01:13,590]22 root - INFO - Data Ingestion Completed
[2025-04-11 17:01:13,599]26 root - INFO - Initiate the data validation 
[2025-04-11 17:01:13,690]32 root - INFO - Required number of columns:2
[2025-04-11 17:01:13,690]33 root - INFO - Data frame has columns:31
[2025-04-11 17:01:13,690]32 root - INFO - Required number of columns:2
[2025-04-11 17:01:13,690]33 root - INFO - Data frame has columns:31
[2025-04-11 17:01:13,887]28 root - INFO -  data validation completed
[2025-04-11 17:01:13,888]31 root - INFO - data Transformation started
[2025-04-11 17:01:13,888]53 root - INFO - Entered initiate_data_transformation method of DataTraansformation class
[2025-04-11 17:01:13,888]55 root - INFO - Starting data transformation
[2025-04-11 17:01:13,923]39 root - INFO - Entered get_data_transformer_object method of Transformation class
[2025-04-11 17:01:13,924]44 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-04-11 17:01:13,945]48 root - INFO - Entered the savwe_object method of MainUtils class
[2025-04-11 17:01:13,950]52 root - INFO - Exited the save_object method of MainUtils class
[2025-04-11 17:01:13,950]89 root - INFO - Data Transformation artifact created
[2025-04-11 17:01:13,953]35 root - INFO - data Transformation completed
[2025-04-11 17:01:13,953]37 root - INFO - Model Training started
