[2025-04-11 17:03:16,718]20 root - INFO - Initiate the daya ingestion
[2025-04-11 17:03:23,592]65 root - INFO - Performed train-test split.
[2025-04-11 17:03:23,592]67 root - INFO - Exited split_data_as_train_test method of DataIngestion class.
[2025-04-11 17:03:23,594]72 root - INFO - Exporting train and test file paths.
[2025-04-11 17:03:23,672]81 root - INFO - Exported train and test file paths.
[2025-04-11 17:03:23,673]22 root - INFO - Data Ingestion Completed
[2025-04-11 17:03:23,686]26 root - INFO - Initiate the data validation 
[2025-04-11 17:03:23,863]32 root - INFO - Required number of columns:2
[2025-04-11 17:03:23,863]33 root - INFO - Data frame has columns:31
[2025-04-11 17:03:23,863]32 root - INFO - Required number of columns:2
[2025-04-11 17:03:23,863]33 root - INFO - Data frame has columns:31
[2025-04-11 17:03:24,088]28 root - INFO -  data validation completed
[2025-04-11 17:03:24,088]31 root - INFO - data Transformation started
[2025-04-11 17:03:24,088]53 root - INFO - Entered initiate_data_transformation method of DataTraansformation class
[2025-04-11 17:03:24,090]55 root - INFO - Starting data transformation
[2025-04-11 17:03:24,133]39 root - INFO - Entered get_data_transformer_object method of Transformation class
[2025-04-11 17:03:24,133]44 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-04-11 17:03:24,150]50 root - INFO - Entered the savwe_object method of MainUtils class
[2025-04-11 17:03:24,155]54 root - INFO - Exited the save_object method of MainUtils class
[2025-04-11 17:03:24,155]89 root - INFO - Data Transformation artifact created
[2025-04-11 17:03:24,156]35 root - INFO - data Transformation completed
[2025-04-11 17:03:24,156]37 root - INFO - Model Training started
