[2025-04-09 17:27:44,353]20 root - INFO - Initiate the daya ingestion
[2025-04-09 17:27:53,296]65 root - INFO - Performed train-test split.
[2025-04-09 17:27:53,297]67 root - INFO - Exited split_data_as_train_test method of DataIngestion class.
[2025-04-09 17:27:53,297]72 root - INFO - Exporting train and test file paths.
[2025-04-09 17:27:53,375]81 root - INFO - Exported train and test file paths.
[2025-04-09 17:27:53,376]22 root - INFO - Data Ingestion Completed
[2025-04-09 17:27:53,401]26 root - INFO - Initiate the data validation 
[2025-04-09 17:27:53,492]32 root - INFO - Required number of columns:2
[2025-04-09 17:27:53,493]33 root - INFO - Data frame has columns:31
[2025-04-09 17:27:53,493]32 root - INFO - Required number of columns:2
[2025-04-09 17:27:53,493]33 root - INFO - Data frame has columns:31
[2025-04-09 17:27:53,694]28 root - INFO -  data validation completed
[2025-04-09 17:27:53,694]31 root - INFO - data Transformation started
[2025-04-09 17:27:53,694]53 root - INFO - Entered initiate_data_transformation method of DataTraansformation class
[2025-04-09 17:27:53,694]55 root - INFO - Starting data transformation
[2025-04-09 17:27:53,737]39 root - INFO - Entered get_data_transformer_object method of Transformation class
[2025-04-09 17:27:53,737]44 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-04-09 17:27:53,760]48 root - INFO - Entered the savwe_object method of MainUtils class
[2025-04-09 17:27:53,766]52 root - INFO - Exited the save_object method of MainUtils class
[2025-04-09 17:27:53,766]89 root - INFO - Data Transformation artifact created
[2025-04-09 17:27:53,769]35 root - INFO - data Transformation completed
[2025-04-09 17:27:53,769]37 root - INFO - Model Training started
