[2025-04-11 16:58:32,825]20 root - INFO - Initiate the daya ingestion
[2025-04-11 16:58:42,675]65 root - INFO - Performed train-test split.
[2025-04-11 16:58:42,675]67 root - INFO - Exited split_data_as_train_test method of DataIngestion class.
[2025-04-11 16:58:42,677]72 root - INFO - Exporting train and test file paths.
[2025-04-11 16:58:42,907]81 root - INFO - Exported train and test file paths.
[2025-04-11 16:58:42,909]22 root - INFO - Data Ingestion Completed
[2025-04-11 16:58:43,014]26 root - INFO - Initiate the data validation 
[2025-04-11 16:58:43,218]32 root - INFO - Required number of columns:2
[2025-04-11 16:58:43,219]33 root - INFO - Data frame has columns:31
[2025-04-11 16:58:43,220]32 root - INFO - Required number of columns:2
[2025-04-11 16:58:43,220]33 root - INFO - Data frame has columns:31
[2025-04-11 16:58:43,829]28 root - INFO -  data validation completed
[2025-04-11 16:58:43,829]31 root - INFO - data Transformation started
[2025-04-11 16:58:43,830]53 root - INFO - Entered initiate_data_transformation method of DataTraansformation class
[2025-04-11 16:58:43,830]55 root - INFO - Starting data transformation
[2025-04-11 16:58:43,941]39 root - INFO - Entered get_data_transformer_object method of Transformation class
[2025-04-11 16:58:43,941]44 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-04-11 16:58:44,003]48 root - INFO - Entered the savwe_object method of MainUtils class
[2025-04-11 16:58:44,016]52 root - INFO - Exited the save_object method of MainUtils class
[2025-04-11 16:58:44,016]89 root - INFO - Data Transformation artifact created
[2025-04-11 16:58:44,021]35 root - INFO - data Transformation completed
[2025-04-11 16:58:44,023]37 root - INFO - Model Training started
